,gene_name,Python_coef,aod_coef,coef_diff,Python_intercept,aod_intercept,intercept_diff,Python_phi,aod_phi,phi_diff,Python_NLL,aod_NLL,NLL_diff
102,SLC29A1,-0.1012951608604299,-0.101078027268086,0.0002171335923439044,0.0646325706685839,0.0645671429025431,6.542776604079314e-05,0.8115165100097683,0.811629534882808,0.00011302487303965769,792.7008125551152,792.7008163231768,-3.7680615605495404e-06
103,SLC25A44,0.1330905543907448,0.13445082917082,0.0013602747800751935,3.5468834213769327,3.54602633236049,0.0008570890164425471,0.200547058105469,0.200834761471941,0.0002877033664719919,225.8173286739753,225.8173405366382,-1.1862662887551778e-05
104,SLC16A1,0.7798411702356088,0.781065373057006,0.0012242028213971246,4.301571326280399,4.30077119125845,0.0008001350219490888,0.0001562500000001,1.46449568764252e-06,0.00015478550431245747,98.49864544091196,98.49845172780276,0.00019371310919780171
105,SKI,-0.1465749090538946,-0.146603474191687,2.8565137792424533e-05,0.6931366891773304,0.693147180559743,1.0491382412602945e-05,0.0890625,0.169314718055974,0.080252218055974,31.1719878755848,31.17198787422683,1.3579715130163095e-09
106,SIN3A,-0.0113951325371569,-0.0112714619117104,0.00012367062544649948,1.3879717874163533,1.38779423040251,0.00017755701384336575,0.3542153015136727,0.353976062660537,0.0002392388531357037,1784.1259422781209,1784.1259534240187,-1.1145897815367789e-05
107,SHISA8,-0.9050661733329808,-0.811846081708412,0.09322009162456879,1.7578305993305587,1.67797472182265,0.07985587750790879,0.9999999618530272,0.999999927969571,3.3883456151961866e-08,67.25767989860134,67.27316659840693,-0.015486699805592252
108,SHC4,0.2877111600754339,,,1.0985901298090155,,,0.1025,0.1,0.0024999999999999883,7.25336481407963,,
109,SGK3,-0.3668191670442616,-0.367240528064998,0.00042136102073642157,0.7263952442834007,0.726791257752652,0.00039601346925122183,0.6827204589843772,0.682527225222917,0.00019323376146018756,1691.7539000913644,1691.7539250280552,-2.4936690806498518e-05
110,SGK1,0.163864158720186,0.16379828789901,6.587082117601173e-05,3.228676570859998,3.22853003963316,0.00014653122683805364,0.198822390811673,0.198809376349788,1.30144618850081e-05,962.0273253201908,962.027330310352,-4.990161187379272e-06
111,SFXN1,0.0650972816152482,0.0650860490603378,1.1232554910409198e-05,3.5393095928212324,3.53955428030993,0.00024468748869743706,0.310587722778321,0.310467342792805,0.00012037998551595042,1191.4197132842853,1191.4197223780984,-9.093813105209847e-06
112,SFPQ,-0.0649463717707535,-0.065568455485677,0.0006220837149234909,2.478963270205736,2.47931090905197,0.0003476388462342328,0.1706333618164065,0.170515643387726,0.00011771842868049665,3470.637590832568,3470.63764090168,-5.0069111694028834e-05
